from_addr,knn_id,cluster_size,ext_in_all_hash_cnt,ext_in_all_date_cnt,all_method_cnt,all_to_addr_cnt,ext_in_all_week_cnt,ext_in_all_month_cnt,date_range,days_from_start,first_block_date,first_transaction_hash,to_addr,first_method,last_block_date,last_transaction_hash,last_to_address,last_method,total_fees,in_amount,out_amount,created_at,total_fees_round
EQC9mq68HGmG0ercVweYrPY9dXqLsFPFjB9kxExUUHMhgCTT,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,14Sy0IbCKm95WIGQ6g6CZzYuT2j9AhmRNvoxW07D5kw=,EQDyyFkq12vHnOPeY2-1PDbqbXJ5m-uqCn5rXk6pydOd7C5v,1607220500,2024-10-04,aZST6zYS9PDr/erH78l73z8ABD+hywZdDfGo/FF8FiQ=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029738257,0.400264902,0.367671689,2024-10-21 20:41:23,0.03
EQCtfShIHBgXNcBQiwGzTX32KB-KdBrEjapCLt81sKojEHyd,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,4nedNG186Mu+YzbR0U0WgsClduVQ9nxpipjClzPoop0=,EQBRlNADcSa8fyrQoFf_KSO9tYjccKQzXj4IpQKJJsYyBELT,1607220500,2024-10-04,yf5NmQPZLR/URw1H9xsOYFy7RiM9Q0V4qv8UnITWmVU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029734836,0.700264145,0.667674353,2024-10-21 20:41:23,0.03
EQCwWOpYletdT1X4e6Hmbq_vVvhFR45OuWl5ZNQx0bghrB74,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,7N4pt+gMRBDiJBU4z+Kz9132f5Pl5QOrvwRke7TUxJE=,EQAMFhX8TmMzHsdZB8lUfsWE9hgyA75MfjknhIEQJlllEHfu,1607220500,2024-10-04,tW620fSCwK/dWe6lRoCyOvL5mQhTOHI0E/svxNZJ4KU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029766835,0.400272613,0.367650822,2024-10-21 20:41:23,0.03
EQD-fwyho0NRDSNFIiGbDK9atTUyslQjAaiRH7qEIPAfke25,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,6c8wHkWfB1mSkUPHuFC9egdwIqEfM/3DMBGj32nXOQ0=,EQBl-pOFZCJ6YwwnZhpiSEcOM3KJLBKR5wZJ3Qs0ZMFMzRsb,1607220500,2024-10-04,fGO7VNVrOjubxuChgeOUk0h/uxQMYppmIGNGhPGsmrQ=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029739477,0.400264835,0.367670402,2024-10-21 20:41:23,0.03
EQDf7_4uVtV75qVc-Q6SXiZ0pHQgzHb1dvkLLaoE8dbYA0aV,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,Epp/yXzDhIQmG/AcwsYcaioT15hXGEVyjxCip5TLVR4=,EQCI8-dUSumFgtm3sp_41BnWnEcflJl-AunUsdemckZSFMP6,1607220500,2024-10-04,fEV6/Q9/wSxCCVqz0nU00vpOBCWggaHopZSI2WblvuM=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029737282,0.70026432,0.667672082,2024-10-21 20:41:23,0.03
EQCXgpO_8ePyzCdf5_BAqgsMVtiK9DMZrHA1TTaW7Gxv2hZg,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,fYisN9IpKKhdHYAOXsNlM78CKZl9KyU0aQpopdxwfxE=,EQDjsCq2myuifA0ZI8KqVnidhx5ct8hCjuSpcd4i3OiXn0fg,1607220500,2024-10-04,yiUaRPvrgv6cXyPl2owNR9ZgdPu1Hgl42yYFHxXK50I=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029736111,0.700264071,0.667673004,2024-10-21 20:41:23,0.03
EQDPxnlQ9qHbkpoC34pz5zPb7fVIIsXDdrusB5mbztF7rUge,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,g66B5mnf6wdVTsz3B+vT0zov746Jbnt2ggzy86CxnDM=,EQAurOOcvHkWN44-fgy6i4sqg_U9_gt8Y3lDUCLbc7_vWt0r,1607220500,2024-10-04,X+Wxvf2n14xBQjQxM0pAix6qwi8Cj+cF0wgV/FJbg28=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.02974243,0.400265636,0.36766825,2024-10-21 20:41:23,0.03
EQDj7ran4XtVjN9wl5SFCYgjk3WvJ-2RpqwtDUiMEXaiPdfV,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,Kq4QYXim/KtKehfvsxs56NBOfz/sg9qhQCWF3keP7Rg=,EQD6OMQidJ7oSntWek2e1xgy8SbZ7E4XcWVdO9Ye3Kzb7c2-,1607220500,2024-10-04,5Agqtjjjy6Ma2EDjjWynHmxIsAVX0aXheYRmSV+gX9U=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029768098,0.400272679,0.367649625,2024-10-21 20:41:23,0.03
EQD2ljmlWh66LAL_ecnOMMdoVwHGcjUXbr8RLfSJtm9zFw3k,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,RTjMDvUbQBZFueqvFpYgSXwnd0hjIW8sjtdu/TiE3cg=,EQBiGgIrUX6G5ktzYaC9dGXMcSEV1D0_1cMBFkulrh_u3yWb,1607220500,2024-10-04,rU+DzsuFld+GvoaemLDfgNglixZhqrqIG7lU58xLg4o=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029742115,0.400265591,0.36766852,2024-10-21 20:41:23,0.03
EQCICKcvd8eTG-kui72i-z3OaKn2AGWWbittotkyybCDQBJ7,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,jqH/BLtBu1GTFvo/8PuA9WekUH+W7BSfrWcR/IyAXqA=,EQDAJEVhodHWJdLtq7_z6p7eatlU9QP-C2DT-nj0RhB8dSB7,1607220500,2024-10-04,dDUCXafBjgqYLl9gurbZmReCk6KzzjZwFX40VWx2szg=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029760591,0.400270411,0.367654864,2024-10-21 20:41:23,0.03
EQCPZm1JnqQrdLKJzvcpZBHoPMVMMAPfDrXHB43z3BddRmpF,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,Qf1+FpJvOvBF6WafIPkYDI2qaBE7WKFEgYX5l1USTk8=,EQDIPI6VE07GzATN2dGOUrB9_OYDaWJU9worvqOj3IGRB3I1,1607220500,2024-10-04,YkB4wD8HCd07h7my3Iao9IaCxcogZdehccOQmeP9FP4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029739466,0.400265088,0.367670666,2024-10-21 20:41:23,0.03
EQD6l358CSls2W4gIcpIrKW4WMP7Lb84CDu-WC6rBFtrxOQr,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,gWm+Tq/mD3HP7TJe5qa/pNqzc7KjunizTyg3b8tMZlM=,EQCu_NWCHQ7S1gy-Su0XhcCjmwN9i32i3mKesLPmtvlSgmaK,1607220500,2024-10-04,e2VKi2Eeuhjn2rSrxz5RO9VvLzftjplfCsM1iI8R2E0=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029744197,0.400266085,0.367666932,2024-10-21 20:41:23,0.03
EQCLDU60H0MNq-tD0YWrVOV-2goGucJl7835dQQVkHHENzUY,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,CzftdSVnxZZKkQHq1ClSEA/zLjHWomMO3X/U2J/SXT0=,EQCgwi3T_aKINgoBL7t0oSyQ8z5ZVW9asdLYF4x24zEeVqsS,1607220500,2024-10-04,iGuODH1/lUmmSH4eqbAIVZMQ4jJGYBrwAuqAFXVinpY=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029735725,0.700264087,0.667673406,2024-10-21 20:41:23,0.03
EQD7WvcoaFpI5TA_oeOlJKXjQL_r9AQV00OSJOzDOpYXSh4C,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,nouQSoPuSTLRkBJipsstE6n1sxut4Us6bC0vlMQtpWc=,EQBf8qNQQHp1cVhsEdCDEr_yXfiuSR6VYLE15sS6t88G9W_K,1607220500,2024-10-04,OMuFFLXzC6ohdSPCZG69e8li9C02aj1Vnqo/5rY8Ph0=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029770388,0.400273383,0.367648039,2024-10-21 20:41:23,0.03
EQDy_2NWl_1pULvrnxzMbFsUf1idurMB7gu53AvY4ZszsWbD,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,O06YDSBKHD9qNV3LpcD4ROdG9mPiJ7KV06jfKzbrIWE=,EQBoCQecARcoYWLfKEl75R5HebsM0glrsc2nRQTd6gKmu0Bh,1607220500,2024-10-04,OG1ykehqDwkH3/9bWcyHzhHx8y4rlrM2MdUJOWEEqek=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.02974109,0.400265679,0.367669633,2024-10-21 20:41:23,0.03
EQDqikQsdj5bks_x4Dy2aD4NSPrCfnuL0Jk2nwQTg5jHGxJp,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,KQjK6Hxf1FIVmyYyED0HMR6l8K1G/8m6ta2/fg840S8=,EQDak7tqZbTHnnoylm4xZXNJL3UfeQ2-8ac4XtFF7ffuHHPo,1607220500,2024-10-04,zCf1T5ScpHzvPltX1e6XoiM/EmJ/zmrsc6aDUUcoOu0=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029741666,0.400266948,0.367670326,2024-10-21 20:41:23,0.03
EQDaSfA7v4AxVF1wpI1lqr6WzYOG03TxokiX2wrDuBgqIqG2,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,tGzaSg89WGpKXNXA3rL+qHSdtUiX3McgjRIsswiXn0s=,EQCUeduB6CdiA5CXc3TDhCgapQ2C350-xlYG-FSxPD2gfQ5T,1607220500,2024-10-04,bssVtUmsvvr2x4uoCKQrxFOi3nVWdzgu5XFydaF8wvU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029744643,0.700266102,0.667666503,2024-10-21 20:41:23,0.03
EQD_M8Q1iGBeiWjVtFhrMFkNs4Eya2txoWiu88yypJDfpj_W,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,RN2QU6UZ4xnoNlsavfGSG/c3XMeAN1qti0Q9+tMoSeE=,EQArArLJxVhKpCFrpLrEY9ycO2tZVSbqAwc25kG9ArHxw8rT,1607220500,2024-10-04,88MdoUbaUH1T0wPLWEbqA38E62aJ/syhacd0AruiYxQ=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029739762,0.4002649,0.367670182,2024-10-21 20:41:23,0.03
EQDq8i8Lo0x-TzxQ71tNsptDItUQhDk2d9NBYzSjA9FE4gni,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,K7Vd8HDoViKjHHExToUh88YIqfaLqpsPCfaCLDnlUqs=,EQCZK42dMIxoyihwXIP0tnyq30Ao6aTe77yhPAZhrUgkAYgn,1607220500,2024-10-04,YtLhyAf63JQtpcEGlrPKLbkkhLGV/tSO5dTVFZR1rGE=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029736895,0.400266098,0.367674247,2024-10-21 20:41:23,0.03
EQD3I0SxooudIJ01Z6zvk7P3vei9KqjgJBiL-SOGDBncwGix,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,hEuRklmpsOju1cD9jne5Bf4lY30GhhmA7lM7S482d9Y=,EQArSOPs73E5Ge1bce8DhNe6psXntBkOXEdvH4eDK8cUWI3B,1607220500,2024-10-04,NohYGzs14jpbucivu1uCg1/0EOIr47O405RZWsy5B/Y=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029734812,0.700264127,0.667674359,2024-10-21 20:41:23,0.03
EQC-TyoR_Lpit21I--4gwpIuIY24t8Fw9W02YK44GU3DziOD,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,UDLQPr844JpcODdMbtTLkDtRpYLETSUSV+LQ+rKCJ5k=,EQBem41HaMdivtCqnypsQDnFqQJr902wx1vG_7co-j1w-iMf,1607220500,2024-10-04,O1ko9em1lnWgob+qBkLtKyK7FY8GFl4x+fsVRR/aNTI=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029741509,0.400265232,0.367668767,2024-10-21 20:41:23,0.03
EQDxQWP6InP_HcFbC1GFv7VaEFXNQf0lXDbNzAJdk-E8mFFc,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,JAUXA7rKy/OjVTvqMUSynxQWzacsoBI0+bgnrXb5h4Y=,EQAkew9yORvCODSSJPm2fu_LxFtt-CQBPquIrNUplWVuOAWs,1607220500,2024-10-04,M9UlZrgMnkhYr7CFidv3+HSIfOaHjhW60jH9d+0uGyE=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029741541,0.400265487,0.36766899,2024-10-21 20:41:23,0.03
EQD9Y9aHh620HshnOkBHkKCWUerVCgAQCQ1Nl2V6b7FAvdHb,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,4iQ9u9+LO52G35siAHsqbRvHZPOGC8m97Djojak6i4c=,EQB-Ym73Px1bogWWJitfPwmTV5T0gStu4_oGIT1wWBAvvjeF,1607220500,2024-10-04,yycEdWdAVxq3FDKl5MJHOQA73IhwYiN0xZOXF2C+hlU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029737739,0.400264834,0.367672139,2024-10-21 20:41:23,0.03
EQDzN_J6AcjO0cZXLrK3mZJsYodgJP9UU82ywMzXcWca1Hm3,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,kMF+vPO7ajvEAiqCH60HxsCuG3gNWHaX2mfiJ+288C4=,EQAW2jg-PmYQan2LvJuKAihh5PQ3J6ZS6qbtit9gFg_688nd,1607220500,2024-10-04,RlPS7WgJseARot9/SUkZxeb72wv6QFlrUxLKNsWVcN4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029740974,0.400265665,0.367669735,2024-10-21 20:41:23,0.03
EQCQbnlKZ9LP2HVVKt_pSpSO97yfkTmNkWHFW2JP0NNfMY5o,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,wBAfyVjkiyswbH5pLB/FtUvTtRL0ucxmhm3omU/SFW8=,EQB7G9KyvpMqq_PqdJEQMy1u4_0ZLMn0mhZ9LOm3grdrGd6Q,1607220500,2024-10-04,m0EeSoi7FRz8RXXkX1ODJ9Bd3/6UGML7f++kW9S5OOU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029740499,0.400265305,0.36766985,2024-10-21 20:41:23,0.03
EQCBPLauHuU0NgsY5zCEcYe7VNgYi0zwmCm-SUBQx3w6K8im,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,+DlN7cwBcpAizP9glPJ0xuOrIkSYO/GtcFkllndHbcA=,EQD1GV0_jLYavDzteBfQ0bxZK4WwW4BfJJ-KcEvh3sPgpGKo,1607220500,2024-10-04,amCse2aktkbKZd0pvf1HbzowFK3mF4T01ROQtwG8A0E=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029735748,0.400264236,0.367673532,2024-10-21 20:41:23,0.03
EQDGykHSqfrByoLTx62wM9vhc585ZkLX7TIxtqHCRBafXZ4k,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,8eHGCQr8eS/JInpJ1R4Mc3neifo4TQHDakR5PmKHYo8=,EQCJL3P2khjj9E6h0ulahSmv0k2W9wMLk-4CeQXjMHX2JDmm,1607220500,2024-10-04,+Qsl8VHdXcn6ObUJ9TWDGUu8XQdhC2Uyvou28osuYQ8=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029738319,0.40026469,0.367671415,2024-10-21 20:41:23,0.03
EQDvDq80u3Y4KWGNv6UTVj887QyZfS-eKTFfDJfvJ184iGN9,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,irVkpLyBDfRJ0Rft/jWNBaq9Z5v+Q07UFvtIew/Wv/M=,EQAtv1EOsF8-DIuIoNYhySuLPJHGDslm4qpT7nkvm48MFCOz,1607220500,2024-10-04,q+qNDVpJiiHZs8tG0+hXw5naU/PBuRHAkTBOU/P8TRM=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029735477,0.700264072,0.667673639,2024-10-21 20:41:23,0.03
EQDeOGVYE4hO_JScgdjEc1X8YW5CzvKREnIzbUFA7Uehbmz7,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,W1eRKNq1w82ZGBqVYizpeR9aWfRcGQR4i92M4UtyFwM=,EQD_oLN7sxORDbIy7QZirvSn3pOIQHgStOlGUmgzlsHzDL_f,1607220500,2024-10-04,T628qMisiDBxY2wBM9kV98GiaXsey/VdBN4HIYJruu4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029738798,0.40026507,0.367671316,2024-10-21 20:41:23,0.03
EQDR19kr35SYVbhu1E9sTwOdWPRk5vWWNNHI1apfXAtHAODc,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,n/X7PzfVu7/dmG1ZFC3CG3g9WjNd6D0H4teaFcKN6x8=,EQAov5KE92KxM39rvXhlAbevStEcmsFgFkYtqMFG1eEr1QpR,1607220500,2024-10-04,uYOl0PH1aGlDkfz6+JY5mj+oQaksCb5q60ZWSFQq93w=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029741896,0.40026536,0.367668508,2024-10-21 20:41:23,0.03
EQCGb21vsbWqmDJbnV8yWoUg54oF_x-OskQiq1lTL4sLRoES,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,oLELve01pukSVi1b5KooI3RMNoW2Pp3sRIzm18zvJmQ=,EQDcv2o58SmRnpqygstAR9c3WNCJDs4g_czPruEzIy_1ocbG,1607220500,2024-10-04,RZlgMJvQxaRzfgzxOWR740lr26ceKqAc36FJLRoRHP4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029738999,0.700264715,0.66767076,2024-10-21 20:41:23,0.03
EQDnUSpR-pAirCsQOcQwBQ29X9K1OYoXb9cRLH3M-awJxI2j,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,V/RszEXoi9/vzPyZ9qXU3+V5nQNeANyh6hZxMBdEXrI=,EQC8pRwA2gQY5ZJYbNLIn_aSfrkb9wLGfZPDKR8jLqd7Nm7-,1607220500,2024-10-04,MYNvxPegzmz/QH5zc7HQqBq+VV5DiTg0DffILXD02W4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029756725,0.400269788,0.367658107,2024-10-21 20:41:23,0.03
EQCOGrXQUuccIVTucQMkIHHxDhfj8028aCjqz4fdddh9zebY,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,1iGxVp/Cw5PFhRVNscF8mIU6md/RubK1jRdvGTBjXTw=,EQB2-hBfYskXpsaeDwjybMY8FCfj5gfZLMNQURoAGLffIT3Q,1607220500,2024-10-04,cr0dQr5NvWbmc3Z+l+zUEAZOOgRM2SvspjjIdhXCkxM=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029736982,0.400264619,0.367672681,2024-10-21 20:41:23,0.03
EQCZJMRk0_9Pa_Pe2lb3qvLpZEl6HZsYBKChEb6CXXjLsIjD,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,KJvNgT9fTKrXktMZHHql862XQoVgpsVGMbPsS1Cv7Ao=,EQDs9dU7LXx-D_dbLZ8rqN4VXy1ZsAAdPgvbfiPW0i2GHP2O,1607220500,2024-10-04,PbgWqd+oP4oTQo2yMBCRvd2kthUhHnLBDKoATnl5OtE=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029740901,0.400265669,0.367669812,2024-10-21 20:41:23,0.03
EQCvryxHEXYnZ0gQsxMPT1F4Itret3E3uI5oI7eB7jsoP0zM,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,w3pMW1YJHRMQHQvzvzBla8PUJYnL/EJ5M14yaH22sAg=,EQC2CygO72BPnUdmXNkWFfCFKOgSgySyB_wk3tv5rE91g0F2,1607220500,2024-10-04,SPtKUlGRpY25TUDO86ha3swDFnGr3RBfRhlD8bQtAr4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029741121,0.400265736,0.367669659,2024-10-21 20:41:23,0.03
EQCcchuL7IgDEdjjNkA1m0uP7Tsp4bgEdEZ5gg_bgfS9z0Ae,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,KfXDDDbYvpRBXhNZnvxNxGBufeleVvu6K5VJHI/E0nM=,EQCZGW0hSqCSzj49yi4-MT2H_zuS8zKZ2lblYR8MO63WuHYV,1607220500,2024-10-04,xCwo1L9jqmjnbX6emPIVEe7wXwXvFYIysiyr9y8k6V8=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029768479,0.400273106,0.367649671,2024-10-21 20:41:23,0.03
EQD_j87_zy_l70TOTOvgPw2qJJ8OOu1f-knc1i5MMUYJD9dC,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,s2tdlY2ErhhF+0mG1mNFkLo+k/1rYrMPVQcsQlgkPRQ=,EQA8Ucz-ZpHIJG4l5qpBwlo9ctWmZk4sH6U4qIi7Nuj3rJSa,1607220500,2024-10-04,IjDeCiO1VB2fQUDZ05Huy4PSwjwff1ROnvluZpf5zT8=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029771006,0.400273581,0.367647619,2024-10-21 20:41:23,0.03
EQCuG-d7a9C8PJpkfNL-6AaWF354_uiaZaaA4vM_9kNp6j-K,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,hIlzOoIVf2huTDNZjNMaI7FgOspFztj/YnU9HgB6GAA=,EQCfjh5I_-3tZZE5L9XH-m1qWNNhMdYkB7d29WAswS4lHitt,1607220500,2024-10-04,rUytOakp2oh2NUa8MzID+gn6A0qizUmEOKTUKNP47AQ=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029771214,0.400273406,0.367647236,2024-10-21 20:41:23,0.03
EQDPOsAJ7zZdpxmQTsyEwC20lQ8vsyRuzQ7N820e9cf3WSCm,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,EHxl0bUjZH0L16fs+xQB2ALMyqYfUL854jmBrTw7wLw=,EQD0KQP9jHXT7pgVa-9Q4jVqQ2tqoAze8IBgI0kCMZJnVerw,1607220500,2024-10-04,2kS18pofwdb3mdXIV9SkQCUuWfKOdGlghhVCvg+ivWg=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.0297636,0.700271733,0.667653177,2024-10-21 20:41:23,0.03
EQD-MfE0CGJLgQsLv3E1R_Qmos5o56FltQb-gyD32rRwcI8i,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81,4.0,4.0,3,3,4.0,3.0,193,210,2024-03-25,0owiBQLPGyMHI820f9pcLlLb3eSCBl2A8RHLoZWhmuk=,EQA8Mpk4hHZhJ7atHubqH229CLixM8ZJqmQC4OtbZnHxh70Q,1607220500,2024-10-04,5yydZBTtckLId74xx9dLV2usLUAu4uNDt37FkeMGW5s=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029770475,0.400273721,0.36764829,2024-10-21 20:41:23,0.03
