from_addr,knn_id,cluster_size
EQBnPkFRY11ADccpMS_Qc742eTdWpLJYDaXSwG4-iIPx4XhY,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQBMWspYDHRDgrBfsWLuomJCOQF1LK_APk1yYlbetiFxV0nC,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQCPHKT7kxYQCTIjT-Z3m6_KywXHFsnFH5DX6jyyNonj2H4A,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQC65xoyv9lj7LSGKTYw14_q7jGQx9lvBqbquabtKiCworc0,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQCuPp22DVj2_71mOKdqlDr86GWPwL69HSBcs3D1Uy-pESUa,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQCs-YzfG_BUtjMgreY2lxg-dXxcUQbZZbi1h0ZtoG0nsxTK,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQAcF5-04xIid954NgDwdqOGjikuqFcmiaBQSUiLcfnix6za,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQDf4Opog_yXon-Ud4JbNcXROKBNJsZUGOVU6Bqp4ev05z6H,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6
EQCuPp22DVj2_71mOKdqlDr86GWPwL69HSBcs3D1Uy-pESUa,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5
EQCs-YzfG_BUtjMgreY2lxg-dXxcUQbZZbi1h0ZtoG0nsxTK,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5
EQB87wW9XLAJsiBEShdJdrgneijqlzly2yWT18VbIhsPNmJX,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5
EQAMLqIecqK3vHjCNYZWXoblHDcHWJ_oxbHurOBQDiXjE60F,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5
EQDHZcZtDNeOOO94zKeomIOZ5IoxHCOEKD-jtpjehVDmXx7R,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5
EQBCXMOExICdF5oXDOkKsLKtZ_4pH5gaFjGt4x_iC1PFjudL,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5
EQBpq2EVY3TVcAA0TojdWlRF6AdSZXgvpBKLxiCFF_Xup7sC,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5
EQDh1cYIhN_T0O_DknOCLyJNDHI4MtYWsdCrKs0WaiNH7Fuz,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5
EQDHhszbYmE0CeiwGo01JBn-s8G8bfbo2Tq0xtULINWSX4ZN,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5
EQBnuAyOzKrUBbnNrEY8kQ8jmxicffJ_AiSLQYmeQRJxFQIo,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5
EQBMWspYDHRDgrBfsWLuomJCOQF1LK_APk1yYlbetiFxV0nC,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5
EQBSklwQIXYiGrIrqJpQFqq98y53-Nxoc3VSCioLz8RcYKP2,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5
EQA5zhVh7JopG9zLUv_tlSt5jqY73LIz8njL39wDbEFSsykX,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5
EQCPHKT7kxYQCTIjT-Z3m6_KywXHFsnFH5DX6jyyNonj2H4A,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5
EQBvUGjClBaeULisVMLw46QIpeBof3WISUu3oIHUIMUhDXUM,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5
